"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators  ",Understand
Recall the definition of the formula datatype from your assignment 2.,Remember
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",Create
How could someone modify the Cornell Method to make it effective for researching a topic for a paper?,Apply
Why don’t you devise your own way to deal with . . .?,Create
Compose music for a frog play.,Create
Name 5 steps that follow the taking of notes (within 24 hours or less)?,Remember
How much is your weight,Remember
Distinguish between micro and macro economics.,Analyse
Recommend how our classroom or playground could be improved.,Evaluate
"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",Understand
Compare fall and spring,Analyse
How to construct the selected information system,Apply
Who was the writer of the Hamilton ,Remember
"If interest were compounded monthly instead of daily, what would the difference in interest be?",Analyse
Compare and contrast two characters in the book.,Analyse
In one sentence illustrate the main point of a written passage.,Understand
Can you distinguish between . . .?,Analyse
Name the four major food groups.,Remember
Translate an equation into a spreadsheet formula.,Understand
"Analyze the problem, identifying its variables.",Analyse
Identify which word begins with the same sound as the s in sun (Knowledge of letter s),Remember
Design costumes for the characters.,Create
"Show, through role-play, the final scene in the novel.",Apply
What is  your family name,Remember
"Create a new song for the opening line of Mary had a little lamb.""""reate a new song for the""""""reate a new song for the ope""",Create
How would you show your understanding of the ABC process,Apply
Critically examine the strengths and weaknesses of the positivist paradigm,Analyse
What do you think about . . .?,Evaluate
Revises and process to improve the outcome.,Create
What are major facts about particular cultures and societies,Remember
can you devise an explicit formula for,Create
who is the founder of the kingdom of saudi Arabia,Remember
How would you restructure the school day to reflect children's developmental needs?,Create
Describe in your own words what is meant by a sprained ankle.,Understand
suggest ways in which it could have responded more effectively,Evaluate
Can you group by characteristics such as . . .?,Apply
How would you differentiate a project from a program,Analyse
Apply shading to produce depth in drawing.,Apply
Distinguish between abstract date types (ADTs) and implementations of ADTs,Analyse
How much time did he took to build a house,Remember
Decide whether you are in favor of building on a floodplain; defend your position in a debate.,Evaluate
Revise and process to improve the outcome.,Create
Describe what took place as the Hato was sinking.,Understand
Write a set of rules to prevent what happened in the story.,Create
"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",Understand
Apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,Create
Compose a class story.,Create
How does an endorsement differ from a teaching certificate,Analyse
Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,Evaluate
Compare and contrast animals that the class has made.,Analyse
Translate an equation into a computer spreadsheet.,Understand
Outline the aim of two studies within the ,Understand
Identify one problem in the book and give an alternate solution one not given by the author.,Create
Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,Evaluate
Analyze safe and dangerous aspects of these features.,Analyse
Determine the author’s point of view,Understand
"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",Evaluate
How does...compare/contrast with...?,Analyse
Describe in prose what is shown in graph form.,Understand
Do you think that this statement conveys the idea that i am trying to portray,Evaluate
Differentiate printf function calls for displaying prompts and for echoing data.,Analyse
How much water does an elephant drink,Remember
Predict what happens to X if Y increases.,Apply
"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",Understand
What questions would you ask if . . .?,Apply
 How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analyse
What solutions would you suggest for...?,Create
Interpret the pictures.,Understand
"Identify a property (commutative, additive, etc(",Remember
 How do we differentiate between an interview and an interrogation?,Analyse
Choose a paint schedule for the maintenance of an outdoor structure? (level 2) ,Evaluate
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Understand
Conclude and support which economic system leads to a higher standard of living.,Evaluate
Describe an experiment to answer the question of the effects of weight on the fall of an object.,Apply
Are there students who should not use the Cornell method?,Evaluate
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Apply
In what ways are foxes similar to wolves and dogs,Analyse
Break down the main actions of the story.,Analyse
Show how they have used creative writing strategies appropriate to the format,Apply
How does one specify the syntactical restrictions,Apply
Create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,Create
Restate the Olympic motto in your own words.,Understand
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,Analyse
Apply the rule of law to a new situation,Apply
Organize this book into three or more sections and give your own subtitle for each section.,Create
Make a scrapbook about the areas of study.,Apply
How to construct simple solutions when problems are complex?,Apply
Who is the first president   of USA,Remember
Draw a painting that uses various principles of perspective to achieve its effect.,Create
Select the best proposal for a proposed water treatment plant.,Evaluate
when did saudi arabia start using internet,Remember
How do psychologists differ in their general attitudes toward third party presence,Analyse
"Evaluate a work of art, giving the reasons for your evaluation.",Evaluate
Judge aesthetic qualities and relationship to future values.,Evaluate
When did the second world war happen ,Remember
when did the first saudi radio station open,Remember
Summarize the basic tenets of deconstructionism.,Understand
when was the first airport in the yemen built,Remember
Tell how Phillip kept himself alive after Timothy died.,Understand
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analyse
Which technology is used by laser printer,Remember
"If your story happened in a foreign land, compare that land to the United States.",Analyse
 Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Apply
Explain how Timothy saved Phillip's life.,Understand
Can you compare your . . . with that presented in . . .?,Analyse
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,Evaluate
Classify types of corrosion inhibitors  ,Understand
What would happen if the rainfall doubled in your state next year,Apply
Can you state in your own words what the problem is asking you to do,Understand
Name the food groups and at least two items of food in each group.,Remember
How would you relate position concept with position strategy,Apply
What do you think is the mass and why,Evaluate
Design a poster for this book.,Create
recall the supply voltage constraints,Remember
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluate
 would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Understand
Is there a better solution to . . .?,Evaluate
"After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",Evaluate
Can you invent another character for the story?,Create
" Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",Analyse
"By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",Analyse
List the procedure to draw a mixed potential or Evans' diagram,Remember
Choose any U.S. president and explain how he exercised his power as Commander in Chief of the Armed Forces.,Apply
Design a testing scenario to assess the susceptibility of an alloy to be used in a given environment?,Create
Use a manual to calculate an employee's vacation time.,Apply
Judge whether it would be possible to survive on an island alone and blinded. Write about it.,Evaluate
Compose a dialogue between Atticus Finch and Tom Robinson when they first met.,Create
Classify animals into two groups.,Understand
Make up a puzzle game using the ideas from the study area.,Apply
Devise plans to market or make artwork more valuable.,Create
how do we devise a way to enforce the laws,Create
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,Apply
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,Create
Compose a complete C program that reads text strings from a text file into a suitable data,Create
Take a collection of photographs to demonstrate a particular point.,Apply
How does Hawaii contrast and compare to Florida?,Analyse
Devise a new economic system based on the ones that already exist.,Create
"How do I differentiate between deceive and ""cheat on""?""""ow do I differentiate be""""""ow do I differentiate between deceive"" and """"w do """,Analyse
Compare two of the characters in this book.,Analyse
"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluate
How is . . . similar to . . .?,Analyse
 How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,Understand
How many states are there in USA,Remember
State the characteristics of each type of corrosion testing studied,Remember
Design the architecture of the software system based on the requirements defined in the Software Requirement Specification document,Create
What are the structure or functions of Congress,Remember
Create a storyboard for a sequel to your book. Use the same characters.,Create
Construct an analog circuit with the following specifications,Apply
Appraise data in support of a hypothesis.,Evaluate
Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,Evaluate
Create and perform a play about frogs.,Create
Relate your most powerful story where your use of technology in the classroom has yielded a significant outcome with a student or students,Apply
Predict the differences of a planet with no seasonal changes.,Create
Restate main idea of story in own words.,Understand
 sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight,Apply
 Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,Analyse
Look at the symbol. What is the symbol’s purpose on a map?,Remember
Write a letter to the editor on a social issue of concern to you.,Create
What does ICT stands for.,Remember
Specify a deterministic finite automaton (DFA) recognizing the,Apply
What is the title of the first movie you saw ,Remember
Write a list of criteria to judge the Willy raps.,Evaluate
How many loop statement available in c++?,Remember
  Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,Understand
In what ways do female offenders differ from male offenders,Analyse
"Rewrite the sentence in your head, following the direction given below",Understand
How effective are . . .?,Evaluate
"Classify the following substances as particle, atom, element, molecule, compound",Understand
How would this story be different if it had happened in a different country?,Analyse
Rewrite the principles of test writing.,Understand
Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,Evaluate
Describe how Phillip and Timothy survived on the Cay.,Understand
Apply laws of statistics to evaluate the reliability of a written test.,Apply
What are the major products and exports of countries,Remember
"Explain the double meaning the author attributes to the term successive action descriptions""xplain the double meaning the a""""""xplain the double meaning the auth""",Understand
Who can use what we know about sonnets and finish this poem?,Apply
List three characteristics that are unique to the Cubist movement.,Remember
Investigate whether or not the system can be solved for x; y; z ,Analyse
How would the U.S.A. be different if the South had won the Civil War?,Create
Which of the two liquids is hypotonic ,Remember
State four attributes of well engineered software.,Remember
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,Evaluate
Compare and contrast the waterfall model with the prototyping model.,Analyse
Analyze the movements and sounds of a frog.,Analyse
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Create
Identify the part of a eukaryotic cell.,Remember
Please label the diagram below:,Remember
Show how E-CRM can be used to improve marketing positioning as explained in the article,Apply
"Divide the story into initiating event, rising action, climax, and falling action",Analyse
 Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2,Apply
Use a costing model to compute prices on goods to maximise profits and minimise costs.,Apply
Develop a SQA Plan for a software development project which is defined in the attached document.,Create
Identify the five major prophets of the Old Testament.,Remember
Distinguish between the following giving suitable examples,Analyse
Compare herbatious and carnivorous animals on a Venn diagram.,Analyse
Prepare a book jacket that illustrates the kind of book as well as the story.,Create
How do teenagers use code in emails and instant messages?,Apply
How does your agency inspect against its expectation for operators ,Analyse
How would you feel if . . .?,Evaluate
Can you explain what must have happened when . . .?,Analyse
 Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,Apply
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,Apply
How would you classify the geographic location of your school,Understand
Recall locations of a historical events,Remember
Summarize Jem’s beliefs about Boo Radley,Understand
State the formula for the area of a circle,Remember
Draw and label a diagram of a typical stream.,Remember
judge the difficulty level for yourself.,Evaluate
How do we differentiate between genuine buyer and undercover buyer,Analyse
Compose an original work which incorporates five common materials in sculpture.,Create
Describe how the linear polarization method can yield corrosion rates,Understand
How does autonomy differ with age,Analyse
Describe in your own words how to copy text from one program into another.,Understand
What factors would you change if . . .?,Apply
How did Chinese newspapers differ from US,Analyse
Create a new product. Give it a name and plan a marketing campaign.,Create
"Define stream bank, floodplain and substrate.",Remember
Make a diagnosis or analyze a case study.,Analyse
Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,Apply
Identify ordinal positions,Remember
Name the main characters in the story.,Remember
Defend your use of a specific strategy in solving the problem.,Evaluate
State in your own words what the author means when he says,Understand
Design a machine to perform a specific task.,Create
Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluate
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",Analyse
